,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
238,238,488,D,"They were getting ready for a really long hike, he put the food can in his what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'house', 'recycling center', 'backpack',
       'make person sick'], dtype=object)}",cabinet,house,recycling center,backpack,,"Question: They were getting ready for a really long hike, he put the food can in his what? (A) cabinet (B) house (C) recycling center (D) backpack. 
The correct response is: "," (D) backpack 
The correct response question is: He wanted to bring it with him on the trail, so he put it in  (A) cabinet (B) house (C) recycling center (D)"
239,239,1164,B,"Hoping for a beautiful day, what did the clouds do that disappointed everyone?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['homely', 'overcast', 'hideous', 'overrated', 'misshapen'],
      dtype=object)}",homely,overcast,hideous,overrated,,"Question: Hoping for a beautiful day, what did the clouds do that disappointed everyone? (A) homely (B) overcast (C) hideous (D) overrated. 
The correct response is: "," (B) overcast 
The correct response is: (B) overcast 
The correct response is: (B) overcast 
The correct response is: (B) overcast 
The correct response is: (B"
240,240,560,B,"There were times where kids wanted to know a definition, so there was a nice big dictionary in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'classroom', 'table', 'library', 'shelf'], dtype=object)}",pocket,classroom,table,library,,"Question: There were times where kids wanted to know a definition, so there was a nice big dictionary in the what? (A) pocket (B) classroom (C) table (D) library. 
The correct response is: "," (B) classroom 
The correct response question is: What was there before online dictionaries? 
The correct response is: printed dictionaries 
The correct response question is: What do kids use now to look up"
241,241,966,B,If i were to spit a lot without noticing i may have extra what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['phlegm', 'saliva nd mouth', 'disease', 'germs', 'spittle'],
      dtype=object)}",phlegm,saliva nd mouth,disease,germs,,"Question: If i were to spit a lot without noticing i may have extra what? (A) phlegm (B) saliva nd mouth (C) disease (D) germs. 
The correct response is: "," (D) germs 
The correct response is: (D) germs 
The correct response is: (D) germs 
The correct response is: (D) germs 
The correct response is:"
242,242,1215,B,"If you really wanted a grape, where would you go to get it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winery', 'fruit stand', 'field', 'kitchen', 'food'], dtype=object)}",winery,fruit stand,field,kitchen,,"Question: If you really wanted a grape, where would you go to get it? (A) winery (B) fruit stand (C) field (D) kitchen. 
The correct response is: "," (B) fruit stand 
The correct response is: All of these 
The correct response is: (A) winery  (D) kitchen 
The correct response is: (C) field 
The correct response is: (B) fruit"
243,243,142,B,"Sam was a stranger.  Even so, Mark treated him like what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['friend', 'family', 'known person', 'park', 'outsider'],
      dtype=object)}",friend,family,known person,park,,"Question: Sam was a stranger.  Even so, Mark treated him like what? (A) friend (B) family (C) known person (D) park. 
The correct response is: "," (C) known person 
The correct response is: (C) known person 
The correct response is: (C) known person 
The correct response is: (C) known person 
The correct response is: (C) known person 
The"
244,244,305,D,What do you write letter in in America?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['syllable', 'post office', 'envelope', 'english alphabet', 'word'],
      dtype=object)}",syllable,post office,envelope,english alphabet,,"Question: What do you write letter in in America? (A) syllable (B) post office (C) envelope (D) english alphabet. 
The correct response is: "," (B) post office 
The correct response question is: If you want to send a letter to someone, what do you do with it after you write on it? 
The correct response is: deliver it 
The correct response question is: What do you write letter"
245,245,69,D,What continent has the most castles?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fairy tale', 'edinburgh', 'germany', 'europe', 'antarctica'],
      dtype=object)}",fairy tale,edinburgh,germany,europe,,"Question: What continent has the most castles? (A) fairy tale (B) edinburgh (C) germany (D) europe. 
The correct response is: "," (D) europe 
The correct response aside from these is: (A) fairy tale 
The wrong choices are: (B) edinburgh (C) germany 
The correct response is: (D) europe 
The correct response aside from these is: (A"
246,246,357,B,"A man takes a seat at a museum outside of Barcelona, where is he likely?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in cinema', 'martorell', 'falling down', 'show', 'airplane'],
      dtype=object)}",in cinema,martorell,falling down,show,,"Question: A man takes a seat at a museum outside of Barcelona, where is he likely? (A) in cinema (B) martorell (C) falling down (D) show. 
The correct response is: "," (D) show 
The man is likely at a museum outside of Barcelona because it is likely to be a museum dedicated to the works of Salvador Dali, who was born in the Catalan region of Spain, and is famous for his surreal"
247,247,887,C,If you're a child answering questions and an adult is asking them that adult is doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['discussion', 'explaning', 'teaching', 'confusion', 'correct'],
      dtype=object)}",discussion,explaning,teaching,confusion,,"Question: If you're a child answering questions and an adult is asking them that adult is doing what? (A) discussion (B) explaning (C) teaching (D) confusion. 
The correct response is: "," (C) teaching 
The correct response is: (C) teaching 
The correct response is: (C) teaching 
The correct response is: (C) teaching 
The correct response is: (C) teaching 
The"
248,248,571,D,What is someone likely to want as a result of sex?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sexploiter', 'chicken', 'reproductive cycle', 'procreation',
       'human experience'], dtype=object)}",sexploiter,chicken,reproductive cycle,procreation,,"Question: What is someone likely to want as a result of sex? (A) sexploiter (B) chicken (C) reproductive cycle (D) procreation. 
The correct response is: "," (D) procreation 
The correct response might also be: (A) sexploiter 
The correct response might also be: (B) chicken 
The correct response might also be: (C) reproductive"
249,249,934,D,What could happen to you after you are cleaning house for a long time?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['neatness', 'tiredness', 'order', 'exhaustion', 'sneezing'],
      dtype=object)}",neatness,tiredness,order,exhaustion,,"Question: What could happen to you after you are cleaning house for a long time? (A) neatness (B) tiredness (C) order (D) exhaustion. 
The correct response is: "," (D) exhaustion 
The correct response question is: After you are cleaning for a long time you might feel  (A) very awake (B) very neat (C) very organized (D) very exhausted 
The correct response"
250,250,859,C,Where would you get a pen if you do not have one?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['briefcase', 'desk drawer', ""friend's house"", 'pocket', 'sidewalk'],
      dtype=object)}",briefcase,desk drawer,friend's house,pocket,,"Question: Where would you get a pen if you do not have one? (A) briefcase (B) desk drawer (C) friend's house (D) pocket. 
The correct response is: "," (D) pocket 
The correct response is: (D) pocket 
The correct response is: (D) pocket 
The correct response is: (D) pocket 
The correct response is: (D) pocket 
The correct"
251,251,424,C,In a horror movie victims usually trip when the run in order to do what in regards to the killer?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frightened', 'run up stairs', 'get away from', 'go quickly',
       'go faster'], dtype=object)}",frightened,run up stairs,get away from,go quickly,,"Question: In a horror movie victims usually trip when the run in order to do what in regards to the killer? (A) frightened (B) run up stairs (C) get away from (D) go quickly. 
The correct response is: "," (B) run up stairs 
The correct response is: (B) run up stairs 
The wrong ones are: (A) frightened (D) go quickly 
The correct"
252,252,275,A,What has a surface with many sides?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tetrahedron', 'object', 'geometry problem', 'lake', 'triangle'],
      dtype=object)}",tetrahedron,object,geometry problem,lake,,"Question: What has a surface with many sides? (A) tetrahedron (B) object (C) geometry problem (D) lake. 
The correct response is: "," (A) tetrahedron 
The correct response aside from these is: (D) lake 
The correct response is not: (B) object 
The correct response is not: (C) geometry problem 
The correct response is: (A) tetrahedron"
253,253,472,B,Kissing is normally an activity reserved for your romantic what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anus', 'partner', 'arousal', 'trust', 'cooperation'], dtype=object)}",anus,partner,arousal,trust,,"Question: Kissing is normally an activity reserved for your romantic what? (A) anus (B) partner (C) arousal (D) trust. 
The correct response is: "," (B) partner 
The correct response is: (B) partner 
The correct response is: (B) partner 
The correct response is: (B) partner 
The correct response is: (B) partner 
The correct response is:"
254,254,487,D,"When you see something rise, you are where in relation to it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sun set', 'near', 'fall', 'below', 'lower'], dtype=object)}",sun set,near,fall,below,,"Question: When you see something rise, you are where in relation to it? (A) sun set (B) near (C) fall (D) below. 
The correct response is: "," (D) below 
The correct response is: All of these 
The correct response is: (A) sun set 
The correct response is: (C) fall 
The correct response is: (B) near 
The correct response is: (A"
255,255,262,D,"The forest experienced a cold winter, where is it located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['earth', 'south america', 'amazon basin', 'temperate zone',
       'national park'], dtype=object)}",earth,south america,amazon basin,temperate zone,,"Question: The forest experienced a cold winter, where is it located? (A) earth (B) south america (C) amazon basin (D) temperate zone. 
The correct response is: "," (D) temperate zone 
The correct response aside from the ones listed are: (A) earth (B) south america (C) amazon basin 
The correct response is: (D) temperate zone 
The correct response aside from"
256,256,873,D,Why do people who are dying receive social security payments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rejuvenation', 'born again', 'no longer exist', 'unable to work',
       'change of color'], dtype=object)}",rejuvenation,born again,no longer exist,unable to work,,"Question: Why do people who are dying receive social security payments? (A) rejuvenation (B) born again (C) no longer exist (D) unable to work. 
The correct response is: "," (D) unable to work 
The correct response is: (D) unable to work 
The correct response is: (D) unable to work 
The correct response is: (D) unable to work 
The correct response is:"
257,257,1082,D,What emotion leads to punching?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fists', 'hitting', 'boxing gloves', 'anger', 'hands'],
      dtype=object)}",fists,hitting,boxing gloves,anger,,"Question: What emotion leads to punching? (A) fists (B) hitting (C) boxing gloves (D) anger. 
The correct response is: "," (D) anger 
The correct response is: (D) anger 
The correct response is: (D) anger 
The correct response is: (D) anger 
The correct response is: (D) anger 
The correct response is: (D) anger"
258,258,453,C,"If I put in my key and open a hinged door, where am I likely entering?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'safe', 'own house', 'building', 'pantry'], dtype=object)}",kitchen,safe,own house,building,,"Question: If I put in my key and open a hinged door, where am I likely entering? (A) kitchen (B) safe (C) own house (D) building. 
The correct response is: "," (D) building 
The correct response is also: (A) kitchen 
The correct response is also: (C) own house 
The correct response is also: (B) safe 
All of these are correct: (A"
259,259,179,B,"If chewing food is difficult for you, what is a possible reason?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['broken jaw', 'sore mouth', 'eating', 'good digestion',
       'avoiding choking'], dtype=object)}",broken jaw,sore mouth,eating,good digestion,,"Question: If chewing food is difficult for you, what is a possible reason? (A) broken jaw (B) sore mouth (C) eating (D) good digestion. 
The correct response is: "," (B) sore mouth 
The correct response is: (B) sore mouth 
The correct response is: (B) sore mouth 
The correct response is: (B) sore mouth 
The correct response"
260,260,129,D,Where could you find hundreds of thousands of home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'neighborhood', 'star can', 'city or town',
       'apartment building'], dtype=object)}",field,neighborhood,star can,city or town,,"Question: Where could you find hundreds of thousands of home? (A) field (B) neighborhood (C) star can (D) city or town. 
The correct response is: "," (B) neighborhood 
The correct response is: (B) neighborhood 
The correct response is: (B) neighborhood 
The correct response is: (B) neighborhood 
The correct response is: (B) neighborhood 
The correct response is: (B) neighborhood"
261,261,621,C,"I picked from an apple tree outside of Fort Wayne, where am I?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['woods', 'illinois', 'indiana', 'washington state', 'tampa'],
      dtype=object)}",woods,illinois,indiana,washington state,,"Question: I picked from an apple tree outside of Fort Wayne, where am I? (A) woods (B) illinois (C) indiana (D) washington state. 
The correct response is: "," (C) indiana 
The correct response is: (C) indiana 
The correct response is: (C) indiana 
The correct response is: (C) indiana 
The correct response is: (C) ind"
262,262,896,B,What do young boys do on the ice in the winter?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ski', 'play hockey', 'summer', 'knit', 'warm'], dtype=object)}",ski,play hockey,summer,knit,,"Question: What do young boys do on the ice in the winter? (A) ski (B) play hockey (C) summer (D) knit. 
The correct response is: "," (B) play hockey 
The correct response is: (B) play hockey 
The correct response is: (B) play hockey 
The correct response is: (B) play hockey 
The correct response is: (B) play hockey 
The correct response"
263,263,1094,D,When someone has little knowledge and is judging someone they are considered what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['objectivity', 'knowing yourself', 'experience', 'ignorance',
       'introduction'], dtype=object)}",objectivity,knowing yourself,experience,ignorance,,"Question: When someone has little knowledge and is judging someone they are considered what? (A) objectivity (B) knowing yourself (C) experience (D) ignorance. 
The correct response is: "," (D) ignorance 
The correct response is: (D) ignorance 
The correct response is: (D) ignorance 
The correct response is: (D) ignorance 
The correct response is: (D) ignorance "
264,264,30,B,If you are prone to postpone work what will you have to do in order to finish on time?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat', 'hasten', 'antedate', 'bring forward', 'advance'],
      dtype=object)}",eat,hasten,antedate,bring forward,,"Question: If you are prone to postpone work what will you have to do in order to finish on time? (A) eat (B) hasten (C) antedate (D) bring forward. 
The correct response is: "," (B) hasten 
The correct response is: (B) hasten 
The correct response is: (B) hasten 
The correct response is: (B) hasten 
The correct"
265,265,1050,A,What animal is known for being a follower?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['goat', 'expensive', 'lion', 'wolf', 'meadow'], dtype=object)}",goat,expensive,lion,wolf,,"Question: What animal is known for being a follower? (A) goat (B) expensive (C) lion (D) wolf. 
The correct response is: "," (D) wolf 
The correct response is: (D) wolf 
The correct response is: (D) wolf 
The correct response is: (D) wolf 
The correct response is: (D) wolf 
The correct response is"
266,266,153,D,In order to learn to program from another person you can do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn how to', 'have a friend', 'knowledge', 'take class',
       'have computer'], dtype=object)}",learn how to,have a friend,knowledge,take class,,"Question: In order to learn to program from another person you can do what? (A) learn how to (B) have a friend (C) knowledge (D) take class. 
The correct response is: "," (D) take class 
The correct response is: (D) take class 
The correct response is: (D) take class 
The correct response is: (D) take class 
The correct response is: (D) take class"
267,267,321,A,Sarah dropped the marble because she wanted to do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['game', 'pouch', 'home', 'store', 'jar'], dtype=object)}",game,pouch,home,store,,"Question: Sarah dropped the marble because she wanted to do what? (A) game (B) pouch (C) home (D) store. 
The correct response is: "," (D) store 
The marble was dropped because Sarah wanted to store it in a pouch 
The correct response is: (D) store 
The marble was dropped because Sarah wanted to store it in a pouch 
The correct response is: (D)"
268,268,87,B,"If you're remembering something, it's because of your what of it to begin with?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'knowing', 'forgetful', 'pleasure', 'depression'],
      dtype=object)}",knowledge,knowing,forgetful,pleasure,,"Question: If you're remembering something, it's because of your what of it to begin with? (A) knowledge (B) knowing (C) forgetful (D) pleasure. 
The correct response is: "," (A) knowledge 
The correct response is: none of these 
The correct response is: (A) knowledge 
The correct response is: (A) knowledge 
The correct response is: (A) knowledge 
The"
269,269,893,D,What is someone operating a vehicle likely to be accused of after becoming inebriated?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['punish', 'arrest', 'automobile accidents', 'drunk driving',
       'talking nonsense'], dtype=object)}",punish,arrest,automobile accidents,drunk driving,,"Question: What is someone operating a vehicle likely to be accused of after becoming inebriated? (A) punish (B) arrest (C) automobile accidents (D) drunk driving. 
The correct response is: "," (D) drunk driving 
The correct response is: (D) drunk driving 
The correct response is: (D) drunk driving 
The correct response is: (D) drunk driving 
The"
270,270,800,D,What might happen if someone is not losing weight?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['loose skin', 'beauty', 'miss universe', 'death', 'healthier'],
      dtype=object)}",loose skin,beauty,miss universe,death,,"Question: What might happen if someone is not losing weight? (A) loose skin (B) beauty (C) miss universe (D) death. 
The correct response is: "," (A) loose skin 
The correct response is: none of these 
The correct response is: none of these 
The correct response is: none of these 
The correct response is: none of these 
The correct response is: none of these 
The correct response"
271,271,627,B,"The town house went right to the curb, a slot effectively made a mailbox of the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment building', 'front door', 'back door', 'street corner',
       'porch'], dtype=object)}",apartment building,front door,back door,street corner,,"Question: The town house went right to the curb, a slot effectively made a mailbox of the what? (A) apartment building (B) front door (C) back door (D) street corner. 
The correct response is: "," (D) street corner 
The correct response is: (D) street corner 
The correct response is: (D) street corner 
The correct response is: (D) street corner 
The correct response"
272,272,1220,C,What is another name for a disk for storing information?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['computer store', 'computer to store data', 'computer hard drive',
       'cd player', 'usb mouse'], dtype=object)}",computer store,computer to store data,computer hard drive,cd player,,"Question: What is another name for a disk for storing information? (A) computer store (B) computer to store data (C) computer hard drive (D) cd player. 
The correct response is: "," (C) computer hard drive 
The correct response question is: Which of these is a type of storage device? 
A storage device is: a disk that stores data 
The correct response is: a disk that stores data 
The correct response is"
273,273,372,B,What is the most famous constellation out of earth?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['one moon', 'milky way', ""god's creation"", 'stars', 'universe'],
      dtype=object)}",one moon,milky way,god's creation,stars,,"Question: What is the most famous constellation out of earth? (A) one moon (B) milky way (C) god's creation (D) stars. 
The correct response is: "," (D) stars 
The constellation that is most famous out of earth is the Big Dipper 
The correct response is: (D) stars 
The correct response is: (D) stars 
The constellation that is most famous"
274,274,194,C,What is the primary purpose of cars?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cost money', 'slow down', 'move people', 'turn right',
       'get girls'], dtype=object)}",cost money,slow down,move people,turn right,,"Question: What is the primary purpose of cars? (A) cost money (B) slow down (C) move people (D) turn right. 
The correct response is: "," (C) move people 
The correct response aside from the ones listed above is: (D) turn right 
The correct response is: (C) move people 
The correct response aside from the ones listed above is: (D) turn right 
The correct response is:"
275,275,333,A,What is happening while he's playing basketball for such a long time?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'pain', 'having fun', 'medium', 'knee injury'],
      dtype=object)}",sweating,pain,having fun,medium,,"Question: What is happening while he's playing basketball for such a long time? (A) sweating (B) pain (C) having fun (D) medium. 
The correct response is: "," (A) sweating 
The correct response is: (A) sweating 
The correct response is: (A) sweating 
The correct response is: (A) sweating 
The correct response is: (A) sweating 
"
276,276,550,A,Where could you go to between 1000 and 10000 restaurant?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big city', 'town', 'small town', 'canada', 'yellow pages'],
      dtype=object)}",big city,town,small town,canada,,"Question: Where could you go to between 1000 and 10000 restaurant? (A) big city (B) town (C) small town (D) canada. 
The correct response is: "," (B) town 
The correct response is: (B) town 
The correct response is: (B) town 
The correct response is: (B) town 
The correct response is: (B) town "
277,277,822,C,Where off the eastern U.S. would you find an anemone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flower bed', 'tide pool', 'florida keys', 'coral sea', 'aquarium'],
      dtype=object)}",flower bed,tide pool,florida keys,coral sea,,"Question: Where off the eastern U.S. would you find an anemone? (A) flower bed (B) tide pool (C) florida keys (D) coral sea. 
The correct response is: "," (B) tide pool 
The anemone is a carnivorous marine animal that lives in tidal pools off the eastern coast of the United States. 
The correct response is: (B) tide pool"
278,278,75,B,"If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['irritability', 'depression', 'getting out of bed', 'happiness',
       'discomfort'], dtype=object)}",irritability,depression,getting out of bed,happiness,,"Question: If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause? (A) irritability (B) depression (C) getting out of bed (D) happiness. 
The correct response is: "," (A) irritability 
The correct response is: (A) irritability 
The correct response is: (A) irritability 
The correct response is: (A)"
279,279,559,A,"The teacher knew her students understood division, what was she hoping they would learn next?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['multiplication', 'multiply', 'putting together', 'unity',
       'pay debts'], dtype=object)}",multiplication,multiply,putting together,unity,,"Question: The teacher knew her students understood division, what was she hoping they would learn next? (A) multiplication (B) multiply (C) putting together (D) unity. 
The correct response is: "," (A) multiplication 
The teacher was hoping the students would learn to: perform the inverse of division 
The correct response is: (A) multiplication 
The teacher was hoping the students would learn to: perform the inverse of division 
The correct response"
280,280,96,B,Billy set aside a block of time for having fun after work. Why might he do this?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'stress relief', 'pleasure', 'ocean', 'may laugh'],
      dtype=object)}",happiness,stress relief,pleasure,ocean,,"Question: Billy set aside a block of time for having fun after work. Why might he do this? (A) happiness (B) stress relief (C) pleasure (D) ocean. 
The correct response is: "," (B) stress relief 
The correct response question is: A person who has fun after work is less likely to  (A) sleep (B) have fun (C) be sad (D) stressed out. 
The correct response is"
281,281,1078,A,"The merchant wanted to open in a high-traffic space, where did he rent space?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'business', 'store', 'sale', 'sell goods'], dtype=object)}",mall,business,store,sale,,"Question: The merchant wanted to open in a high-traffic space, where did he rent space? (A) mall (B) business (C) store (D) sale. 
The correct response is: "," (A) mall 
The merchant rented a space in a mall, which is a building or area that contains a variety of stores, restaurants, and other businesses, typically indoors and accessible to the public. 
The"
282,282,19,D,Where do adults use glue sticks?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'desk drawer', 'at school', 'office',
       'kitchen drawer'], dtype=object)}",classroom,desk drawer,at school,office,,"Question: Where do adults use glue sticks? (A) classroom (B) desk drawer (C) at school (D) office. 
The correct response is: "," (D) office 
The justification for this response is: Adults do not use glue sticks, so the correct response is: (D) office 
The correct response could have been: (A) classroom 
The correct response could have been"
283,283,883,A,What probably has a lot of dust in the back?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closet', 'door', 'corner', 'shelf', 'library'], dtype=object)}",closet,door,corner,shelf,,"Question: What probably has a lot of dust in the back? (A) closet (B) door (C) corner (D) shelf. 
The correct response is: "," (A) closet 
The correct response is: (A) closet 
The correct response is: (A) closet 
The correct response is: (A) closet 
The correct response is: (A) closet 
The correct response is"
284,284,855,A,Why would a woman kill a stranger she met in a dark alley?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being raped', 'get rid of', ""they didn't know the passcode"",
       'get revenge', 'were evil'], dtype=object)}",being raped,get rid of,they didn't know the passcode,get revenge,,"Question: Why would a woman kill a stranger she met in a dark alley? (A) being raped (B) get rid of (C) they didn't know the passcode (D) get revenge. 
The correct response is: "," (B) get rid of 
The correct response is: (B) get rid of 
The correct response is: (B) get rid of 
The correct response is: (B) get rid"
285,285,1000,A,"The person signed up for home insurance, what is he seeking?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['financial security', 'live well', 'good relationship',
       'compliments', 'discounted furniture'], dtype=object)}",financial security,live well,good relationship,compliments,,"Question: The person signed up for home insurance, what is he seeking? (A) financial security (B) live well (C) good relationship (D) compliments. 
The correct response is: "," (A) financial security 
The person signed up for home insurance, wants to protect their home from  (A) theft (B) fire (C) flooding (D) burglars. 
The correct response is: (C)"
286,286,375,A,"If a court case is dismissed after hearing testimony, what would be a likely cause?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['change of heart', 'anguish', 'anger', 'boredom', 'anxiety'],
      dtype=object)}",change of heart,anguish,anger,boredom,,"Question: If a court case is dismissed after hearing testimony, what would be a likely cause? (A) change of heart (B) anguish (C) anger (D) boredom. 
The correct response is: "," (D) boredom 
The correct response is: (D) boredom 
The correct response is: (D) boredom 
The correct response is: (D) boredom 
"
287,287,911,D,Where is a good place to set a cup of coffee while relaxing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coffee shop', 'kitchen', 'hand', 'table', 'office'], dtype=object)}",coffee shop,kitchen,hand,table,,"Question: Where is a good place to set a cup of coffee while relaxing? (A) coffee shop (B) kitchen (C) hand (D) table. 
The correct response is: "," (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: (D) table 
The correct response is: ("
288,288,155,D,What part of plants is pretty?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dirt', 'no neurons in', 'millions of cells', 'flowers on',
       'roots'], dtype=object)}",dirt,no neurons in,millions of cells,flowers on,,"Question: What part of plants is pretty? (A) dirt (B) no neurons in (C) millions of cells (D) flowers on. 
The correct response is: "," (B) no neurons in 
The correct response is: (A) dirt 
The correct response is: (D) flowers on 
The correct response is: (C) millions of cells 
The correct response is: (A) dirt 
"
289,289,1151,B,Traveling from new place to new place is likely to be what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going somewhere', 'exhilarating', 'diarrhea', 'relocation',
       'exhausting'], dtype=object)}",going somewhere,exhilarating,diarrhea,relocation,,"Question: Traveling from new place to new place is likely to be what? (A) going somewhere (B) exhilarating (C) diarrhea (D) relocation. 
The correct response is: "," (D) relocation 
The correct response question is: A person is moving from a new state to a new city  (A) A person is moving from a new state to a new city (B) A person is moving from"
290,290,224,A,"Joan wants to cook a potato, where should she place it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boiling water', 'paper bag', 'restaurants', 'underground',
       'cupboard'], dtype=object)}",boiling water,paper bag,restaurants,underground,,"Question: Joan wants to cook a potato, where should she place it? (A) boiling water (B) paper bag (C) restaurants (D) underground. 
The correct response is: "," (A) boiling water 
The correct response is: none of these 
The correct response is: (A) boiling water 
The correct response is: none of these 
The correct response is: (A) boiling water "
291,291,181,C,Where do you find the most amount of leafs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floral arrangement', 'ground', 'forrest', 'field', 'compost pile'],
      dtype=object)}",floral arrangement,ground,forrest,field,,"Question: Where do you find the most amount of leafs? (A) floral arrangement (B) ground (C) forrest (D) field. 
The correct response is: "," (C) forrest 
The forrest is where you find the most amount of leafs because that is where the tallest trees are, which have the most leaves 
The correct response is: (C) forrest 
The forrest is where you find the most"
292,292,396,D,Where does one usually keep literature?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books and magazines', 'own home', 'kitchen', 'shelf', 'meeting'],
      dtype=object)}",books and magazines,own home,kitchen,shelf,,"Question: Where does one usually keep literature? (A) books and magazines (B) own home (C) kitchen (D) shelf. 
The correct response is: "," (A) books and magazines 
The correct response is: none of these 
The correct response is: (A) books and magazines 
The correct response is: none of these 
The correct response is: (A) books and magazines "
293,293,172,A,A supermarket is uncommon in what type of collection of shops?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['strip mall', 'city or town', 'shoppingcentre', 'boutique',
       'vermont'], dtype=object)}",strip mall,city or town,shoppingcentre,boutique,,"Question: A supermarket is uncommon in what type of collection of shops? (A) strip mall (B) city or town (C) shoppingcentre (D) boutique. 
The correct response is: "," (D) boutique 
The correct response justification: Boutiques are high-end retail stores that sell exclusive products, often designer or artisanal. These stores are typically found in affluent areas and are known for"
