,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
276,276,550,A,Where could you go to between 1000 and 10000 restaurant?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['big city', 'town', 'small town', 'canada', 'yellow pages'],
      dtype=object)}",big city,town,small town,canada,,"Question: Where could you go to between 1000 and 10000 restaurant? (A) big city (B) town (C) small town (D) canada. 
The correct response is: "," (A) big city  
The reason is: Because of the wide variety of restaurants found in cities as opposed to smaller towns or rural areas 
The correct response is: (A) big city 
The reason is:"
277,277,822,C,Where off the eastern U.S. would you find an anemone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flower bed', 'tide pool', 'florida keys', 'coral sea', 'aquarium'],
      dtype=object)}",flower bed,tide pool,florida keys,coral sea,,"Question: Where off the eastern U.S. would you find an anemone? (A) flower bed (B) tide pool (C) florida keys (D) coral sea. 
The correct response is: "," (B) tide pool  
The anemone is a species of animal that lives in tide pools off the eastern United States. 
The anemone is a species of animal that lives in tide pools"
278,278,75,B,"If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['irritability', 'depression', 'getting out of bed', 'happiness',
       'discomfort'], dtype=object)}",irritability,depression,getting out of bed,happiness,,"Question: If you are awaking multiple times throughout the night because a lot is on your mind, what is a likely cause? (A) irritability (B) depression (C) getting out of bed (D) happiness. 
The correct response is: "," (A) irritability  
The cause of frequent waking at night is likely to be: stress 
The correct response is: (A) irritability 
The cause of frequent"
279,279,559,A,"The teacher knew her students understood division, what was she hoping they would learn next?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['multiplication', 'multiply', 'putting together', 'unity',
       'pay debts'], dtype=object)}",multiplication,multiply,putting together,unity,,"Question: The teacher knew her students understood division, what was she hoping they would learn next? (A) multiplication (B) multiply (C) putting together (D) unity. 
The correct response is: "," (A) multiplication 
The teacher wanted her students to learn to multiply. 
The teacher wanted her students to learn to add. 
The teacher wanted her students to learn to put numbers together. 
The teacher wanted her students to learn about unity."
280,280,96,B,Billy set aside a block of time for having fun after work. Why might he do this?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'stress relief', 'pleasure', 'ocean', 'may laugh'],
      dtype=object)}",happiness,stress relief,pleasure,ocean,,"Question: Billy set aside a block of time for having fun after work. Why might he do this? (A) happiness (B) stress relief (C) pleasure (D) ocean. 
The correct response is: "," (B) stress relief 
The source of this information is: NCBI 
The correct response is: (B) stress relief 
The source of this information is: NCBI 
The correct response is: (B) stress relief "
281,281,1078,A,"The merchant wanted to open in a high-traffic space, where did he rent space?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'business', 'store', 'sale', 'sell goods'], dtype=object)}",mall,business,store,sale,,"Question: The merchant wanted to open in a high-traffic space, where did he rent space? (A) mall (B) business (C) store (D) sale. 
The correct response is: "," (D) sale 
The merchant wanted to open in a high-traffic space, where did he rent space? 
The correct response is: (D) sale 
The merchant wanted to open in a high-traffic space, where"
282,282,19,D,Where do adults use glue sticks?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'desk drawer', 'at school', 'office',
       'kitchen drawer'], dtype=object)}",classroom,desk drawer,at school,office,,"Question: Where do adults use glue sticks? (A) classroom (B) desk drawer (C) at school (D) office. 
The correct response is: "," (D) office 
The glue used in elementary school is most likely to be: (A) white (B) clear (C) blue (D) orange. 
The correct response is: (A) white 
The glue used in elementary school is"
283,283,883,A,What probably has a lot of dust in the back?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closet', 'door', 'corner', 'shelf', 'library'], dtype=object)}",closet,door,corner,shelf,,"Question: What probably has a lot of dust in the back? (A) closet (B) door (C) corner (D) shelf. 
The correct response is: "," (A) closet 
The reason is: A closet is a place where clothes are kept, and clothes produce a lot of dust, so a closet probably has a lot of dust in the back 
The correct response is: (A) closet 
The reason"
284,284,855,A,Why would a woman kill a stranger she met in a dark alley?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being raped', 'get rid of', ""they didn't know the passcode"",
       'get revenge', 'were evil'], dtype=object)}",being raped,get rid of,they didn't know the passcode,get revenge,,"Question: Why would a woman kill a stranger she met in a dark alley? (A) being raped (B) get rid of (C) they didn't know the passcode (D) get revenge. 
The correct response is: "," (B) get rid of  
The woman would kill a stranger in a dark alley because: she wanted to get rid of them 
The correct response is: (B) get rid of 
"
285,285,1000,A,"The person signed up for home insurance, what is he seeking?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['financial security', 'live well', 'good relationship',
       'compliments', 'discounted furniture'], dtype=object)}",financial security,live well,good relationship,compliments,,"Question: The person signed up for home insurance, what is he seeking? (A) financial security (B) live well (C) good relationship (D) compliments. 
The correct response is: "," (A) financial security  
The person is seeking: to have a sense of security in the event of unexpected losses or damages to their home 
The correct response is: (A) financial security 
The person is seeking: to have a sense"
286,286,375,A,"If a court case is dismissed after hearing testimony, what would be a likely cause?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['change of heart', 'anguish', 'anger', 'boredom', 'anxiety'],
      dtype=object)}",change of heart,anguish,anger,boredom,,"Question: If a court case is dismissed after hearing testimony, what would be a likely cause? (A) change of heart (B) anguish (C) anger (D) boredom. 
The correct response is: "," (D) boredom 
The correct response is: (D) boredom 
The correct response is: (D) boredom 
The correct response is: (D) boredom 
"
287,287,911,D,Where is a good place to set a cup of coffee while relaxing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coffee shop', 'kitchen', 'hand', 'table', 'office'], dtype=object)}",coffee shop,kitchen,hand,table,,"Question: Where is a good place to set a cup of coffee while relaxing? (A) coffee shop (B) kitchen (C) hand (D) table. 
The correct response is: "," (D) table 
The cup of coffee should be placed on a table, not in one. 
The correct response is: (D) table 
The cup of coffee should be placed on a table, not in one. 
The correct response is:"
288,288,155,D,What part of plants is pretty?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dirt', 'no neurons in', 'millions of cells', 'flowers on',
       'roots'], dtype=object)}",dirt,no neurons in,millions of cells,flowers on,,"Question: What part of plants is pretty? (A) dirt (B) no neurons in (C) millions of cells (D) flowers on. 
The correct response is: "," (C) millions of cells  
The correct response is: (C) millions of cells 
The correct response is: (C) millions of cells 
The correct response is: (C) millions of cells 
The correct response is: (C) millions of"
289,289,1151,B,Traveling from new place to new place is likely to be what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going somewhere', 'exhilarating', 'diarrhea', 'relocation',
       'exhausting'], dtype=object)}",going somewhere,exhilarating,diarrhea,relocation,,"Question: Traveling from new place to new place is likely to be what? (A) going somewhere (B) exhilarating (C) diarrhea (D) relocation. 
The correct response is: "," (D) relocation 
The correct response is: (D) relocation 
The correct response is: (D) relocation 
The correct response is: (D) relocation 
The correct response is: ("
290,290,224,A,"Joan wants to cook a potato, where should she place it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boiling water', 'paper bag', 'restaurants', 'underground',
       'cupboard'], dtype=object)}",boiling water,paper bag,restaurants,underground,,"Question: Joan wants to cook a potato, where should she place it? (A) boiling water (B) paper bag (C) restaurants (D) underground. 
The correct response is: "," (B) paper bag  
The cooking method is: steam 
The heat source is: indirect 
The cooking vessel is: paper bag 
The cooking technique is: steaming 
The heat is: indirect 
The"
291,291,181,C,Where do you find the most amount of leafs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floral arrangement', 'ground', 'forrest', 'field', 'compost pile'],
      dtype=object)}",floral arrangement,ground,forrest,field,,"Question: Where do you find the most amount of leafs? (A) floral arrangement (B) ground (C) forrest (D) field. 
The correct response is: "," (C) forrest 
The forrest is where you find the most amount of leafs  (A) floral arrangement (B) ground (D) field. 
The correct response is:  (C) forrest 
The forrest is where you find"
292,292,396,D,Where does one usually keep literature?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books and magazines', 'own home', 'kitchen', 'shelf', 'meeting'],
      dtype=object)}",books and magazines,own home,kitchen,shelf,,"Question: Where does one usually keep literature? (A) books and magazines (B) own home (C) kitchen (D) shelf. 
The correct response is: "," (A) books and magazines  
The correct response is: a dedicated space 
The correct response is: a bookshelf 
The correct response is: a library 
The correct response is: a shelf 
The correct response is: a house "
293,293,172,A,A supermarket is uncommon in what type of collection of shops?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['strip mall', 'city or town', 'shoppingcentre', 'boutique',
       'vermont'], dtype=object)}",strip mall,city or town,shoppingcentre,boutique,,"Question: A supermarket is uncommon in what type of collection of shops? (A) strip mall (B) city or town (C) shoppingcentre (D) boutique. 
The correct response is: "," (D) boutique  
The correct response is:  (D) boutique 
The correct response is:  (D) boutique 
The correct response is:  (D) boutique 
The correct"
294,294,235,D,"The lady would eat and eat, and because of mental issues would then make herself what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wash dishes', 'throwing up', 'drinking', 'throw up',
       'turn inside out'], dtype=object)}",wash dishes,throwing up,drinking,throw up,,"Question: The lady would eat and eat, and because of mental issues would then make herself what? (A) wash dishes (B) throwing up (C) drinking (D) throw up. 
The correct response is: "," (D) throw up  
The lady would eat and eat, and because of mental issues would then make herself throw up  (D) throw up 
The correct response is: (D) throw up 
The lady"
295,295,1086,D,"Dance can be elegant and specific, or you can just have fun and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['falling down', 'trip', 'fall down', 'move around', 'celebrate'],
      dtype=object)}",falling down,trip,fall down,move around,,"Question: Dance can be elegant and specific, or you can just have fun and what? (A) falling down (B) trip (C) fall down (D) move around. 
The correct response is: "," (D) move around 
The correct response is: (D) move around 
The correct response is: (D) move around 
The correct response is: (D) move around 
The correct response is: (D) move around"
296,296,1118,D,How would you express information if you do not have a pen or pencil?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['may disagree', 'close mouth', 'write down', 'talk', 'eyes'],
      dtype=object)}",may disagree,close mouth,write down,talk,,"Question: How would you express information if you do not have a pen or pencil? (A) may disagree (B) close mouth (C) write down (D) talk. 
The correct response is: "," (D) talk 
The source of this information is: [A] scientific consensus 
The reason for this response is: talk is a way of conveying information without writing it down  (A) may disagree (B)"
297,297,0,A,"A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'library', 'department store', 'mall', 'new york'],
      dtype=object)}",bank,library,department store,mall,,"Question: A revolving door is convenient for two direction travel, but it also serves as a security measure at a what? (A) bank (B) library (C) department store (D) mall. 
The correct response is: "," (D) mall 
The reason is: The revolving door is a security measure preventing shoplifting and keeping thieves inside the store 
The correct response should be: (D) mall 
The"
298,298,552,D,Where is a statute found on a platform?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['below', 'arena', 'concert hall', 'museum', 'building'],
      dtype=object)}",below,arena,concert hall,museum,,"Question: Where is a statute found on a platform? (A) below (B) arena (C) concert hall (D) museum. 
The correct response is: "," (A) below 
The statute is found below the ground. 
The correct response is: (A) below 
The statute is found below the ground "
299,299,277,C,The old style pop ups literally let you see the story when you did what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['giggle', 'visualize', 'open book', 'reading', 'go to movies'],
      dtype=object)}",giggle,visualize,open book,reading,,"Question: The old style pop ups literally let you see the story when you did what? (A) giggle (B) visualize (C) open book (D) reading. 
The correct response is: "," (B) visualize 
The old style pop ups literally let you see the story when you did what?  (B) visualize 
The correct response is: (B) visualize 
The old style pop ups literally let you see the"
300,300,456,A,"They wanted to recognize his accomplishment, where should they put his name?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['certificate', 'directory', 'phone book', 'lineup', 'roster'],
      dtype=object)}",certificate,directory,phone book,lineup,,"Question: They wanted to recognize his accomplishment, where should they put his name? (A) certificate (B) directory (C) phone book (D) lineup. 
The correct response is: "," (A) certificate 
The correct response is: 100 
The correct response is: 100 
The correct response is: 100 
The correct response is: 100 
The correct response is:"
301,301,222,A,"The car was going from Alabama to New York, what was its goal?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['head north', 'speed up', 'heading north', 'go fast',
       'headed south'], dtype=object)}",head north,speed up,heading north,go fast,,"Question: The car was going from Alabama to New York, what was its goal? (A) head north (B) speed up (C) heading north (D) go fast. 
The correct response is: "," (A) head north  
The car was going from Alabama to New York, what was its goal?  (A) head north 
The car was going to the north  (A) head north 
The car was going from south to"
302,302,1101,A,"Where can you find the meaning of ""ficus""?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dictionary', 'apartment', 'libary', 'middle east', 'arboretum'],
      dtype=object)}",dictionary,apartment,libary,middle east,,"Question: Where can you find the meaning of ""ficus""? (A) dictionary (B) apartment (C) libary (D) middle east. 
The correct response is: "," (A) dictionary 
The meaning of ""ficus"" can be found in a  (A) dictionary 
The meaning of ""ficus"" is: a plant with long thin leaves growing from a stem 
The meaning of ""ficus"" is: a plant with"
303,303,602,D,What can you use to store a book while traveling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library of congress', 'pocket', 'backpack', 'suitcase',
       'synagogue'], dtype=object)}",library of congress,pocket,backpack,suitcase,,"Question: What can you use to store a book while traveling? (A) library of congress (B) pocket (C) backpack (D) suitcase. 
The correct response is: "," (B) pocket  
The correct response is: (B) pocket 
The correct response is: (B) pocket 
The correct response is: (B) pocket 
The correct response is: (B) pocket 
The correct response is"
304,304,169,C,"When you fail to finish something, you failed at doing what to it","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning', 'passing', 'completing', 'do well', 'succeeding'],
      dtype=object)}",winning,passing,completing,do well,,"Question: When you fail to finish something, you failed at doing what to it (A) winning (B) passing (C) completing (D) do well. 
The correct response is: "," (C) completing 
The correct response is: (C) completing 
The correct response is: (C) completing 
The correct response is: (C) completing 
The correct response is: (C) completing 
The"
305,305,342,B,"Pens, computers, text books and paper clips can all be found where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desktop', 'university', 'drawer', 'table', 'work'], dtype=object)}",desktop,university,drawer,table,,"Question: Pens, computers, text books and paper clips can all be found where? (A) desktop (B) university (C) drawer (D) table. 
The correct response is: "," (C) drawer 
The student is most likely to have found: paper clips 
The student is most likely to have failed to find: table 
The student is most likely to have found: computers 
The student is most likely to have"
306,306,438,D,Where could you find hundreds of beauty salon?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'mall', 'strip mall', 'city', 'neighborhood'],
      dtype=object)}",clerk,mall,strip mall,city,,"Question: Where could you find hundreds of beauty salon? (A) clerk (B) mall (C) strip mall (D) city. 
The correct response is: "," (B) mall 
The reason is: There are hundreds of malls all over America, and most of them have beauty salons inside of them 
The correct response should be: (B) mall 
The reason is: There are hundreds of malls all"
307,307,205,A,Who might wear dark glasses indoors?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['blind person', 'glove box', 'movie studio', 'ray charles',
       'glove compartment'], dtype=object)}",blind person,glove box,movie studio,ray charles,,"Question: Who might wear dark glasses indoors? (A) blind person (B) glove box (C) movie studio (D) ray charles. 
The correct response is: "," (C) movie studio  
The person who might wear dark glasses indoors is a person working in a movie studio, who might be watching a film being shot, and needs to avoid being seen. 
The correct response is: (C) movie studio"
308,308,1093,C,What is likely to have a better school cafeteria?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['high school', 'canteen', 'polytechnic', 'large room',
       'all kinds of schools'], dtype=object)}",high school,canteen,polytechnic,large room,,"Question: What is likely to have a better school cafeteria? (A) high school (B) canteen (C) polytechnic (D) large room. 
The correct response is: "," (A) high school 
The reason is: High schools are more likely to have more resources and a better budget than elementary schools, which means they are more likely to have a better cafeteria 
The correct response is: (A) high school"
309,309,206,B,Where would stones not be arranged in a path?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['quarries', 'field', 'park', 'bridge', 'made from rocks'],
      dtype=object)}",quarries,field,park,bridge,,"Question: Where would stones not be arranged in a path? (A) quarries (B) field (C) park (D) bridge. 
The correct response is: "," (B) field 
The reason is: stones are arranged in fields in a path for farming 
The correct response should have been: (C) park 
The reason is: stones are arranged in parks in a path for walking 
The correct response should have been: ("
310,310,539,B,What are you getting from you boss at the end of the week?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['asking for', 'money', 'food', 'work', 'energy'], dtype=object)}",asking for,money,food,work,,"Question: What are you getting from you boss at the end of the week? (A) asking for (B) money (C) food (D) work. 
The correct response is: "," (B) money  
The correct response is: (B) money 
The correct response is: (B) money 
The correct response is: (B) money 
The correct response is: (B) money 
The correct response is:"
311,311,1147,D,All the power tools like the drill used for fixing cars made for a very loud workplace where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'work shop', 'tool shed', 'repair shop', 'store room'],
      dtype=object)}",basement,work shop,tool shed,repair shop,,"Question: All the power tools like the drill used for fixing cars made for a very loud workplace where? (A) basement (B) work shop (C) tool shed (D) repair shop. 
The correct response is: "," (D) repair shop 
The workplace is likely loud because of: noise pollution 
Noise pollution is caused by: loud noises 
The noise in a workshop is likely caused by: power tools"
312,312,198,C,If a person with mental illness stops treatment what will likely happen?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['managed', 'dancing', 'recur', 'effectively treated',
       'cause suffering'], dtype=object)}",managed,dancing,recur,effectively treated,,"Question: If a person with mental illness stops treatment what will likely happen? (A) managed (B) dancing (C) recur (D) effectively treated. 
The correct response is: "," (C) recur 
The person will likely experience: symptoms again 
The person with mental illness who stops treatment will likely experience a relapse of symptoms. 
The correct response is: (C) recur 
The person will likely"
313,313,613,A,Why would you take a bus to work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['commute', 'flying', 'get somewhere', 'travel', 'go home'],
      dtype=object)}",commute,flying,get somewhere,travel,,"Question: Why would you take a bus to work? (A) commute (B) flying (C) get somewhere (D) travel. 
The correct response is: "," (A) commute  
The correct response is:  (A) commute 
The correct response is:  (A) commute 
The correct response is:  (A) commute 
The correct response is: (A) commute 
The correct"
314,314,898,B,"I listened to lecture intensely, what is my goal?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gain confidence', 'concentrate', 'get attention', 'pay attention',
       'stop talking'], dtype=object)}",gain confidence,concentrate,get attention,pay attention,,"Question: I listened to lecture intensely, what is my goal? (A) gain confidence (B) concentrate (C) get attention (D) pay attention. 
The correct response is: "," (D) pay attention 
The lecturer noticed that I was paying close attention to the lecture, so I must have: 
I was focused on the lecture, avoiding distractions and taking in the information being given. 
My goal was to:"
315,315,727,C,Where can books be read?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'backpack', 'table', 'shelf', 'sink'], dtype=object)}",cabinet,backpack,table,shelf,,"Question: Where can books be read? (A) cabinet (B) backpack (C) table (D) shelf. 
The correct response is: "," (D) shelf 
The shelf is where books are usually kept and thus is where books can be read. 
The other options are incorrect because: 
The cabinet is where food and other household items are kept, not books 
The table is where food is usually set out, not books"
316,316,561,B,Riding a bike for a long time can cause what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enjoyment', 'fatigue', 'falling down', 'getting lost', 'thirst'],
      dtype=object)}",enjoyment,fatigue,falling down,getting lost,,"Question: Riding a bike for a long time can cause what? (A) enjoyment (B) fatigue (C) falling down (D) getting lost. 
The correct response is: "," (B) fatigue 
The fatigue caused by riding a bike is a result of  (A) lack of training (B) lack of water (C) lack of oxygen (D) lack of food. 
The correct response is:"
317,317,29,B,Committing perjury is a serious what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['indictment', 'crime', 'violence', 'lie', 'go to jail'],
      dtype=object)}",indictment,crime,violence,lie,,"Question: Committing perjury is a serious what? (A) indictment (B) crime (C) violence (D) lie. 
The correct response is: "," (B) crime 
The lying under oath is a criminal offense, so it is a serious crime 
The lying under oath is a criminal offense, so it is a serious crime 
The lying under oath is a criminal offense, so it is a serious"
318,318,1216,A,What would you do to a rock when climb up a cliff?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grab', 'look down', 'throw', 'falling', 'may fall'], dtype=object)}",grab,look down,throw,falling,,"Question: What would you do to a rock when climb up a cliff? (A) grab (B) look down (C) throw (D) falling. 
The correct response is: "," (D) falling 
The rock is falling when climbing a cliff because of the weight of the climber. 
The rock is falling when climbing a cliff because of the weight of the climber. 
The correct response is: (D)"
319,319,709,B,How does a person begin reproducing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['genetic mutation', 'have sex', 'kiss', 'flirting',
       'going on a date'], dtype=object)}",genetic mutation,have sex,kiss,flirting,,"Question: How does a person begin reproducing? (A) genetic mutation (B) have sex (C) kiss (D) flirting. 
The correct response is: "," (B) have sex  
The person needs to: (A) genetic mutation 
The correct response is: (B) have sex 
The person needs to: (A) genetic mutation 
The correct response is: (B) have sex"
320,320,425,B,"The coach decided to make a lineup change, the team's effort was suffering from what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stagnant', 'stagnation', 'tradition', 'hunger', 'paper money'],
      dtype=object)}",stagnant,stagnation,tradition,hunger,,"Question: The coach decided to make a lineup change, the team's effort was suffering from what? (A) stagnant (B) stagnation (C) tradition (D) hunger. 
The correct response is: "," (B) stagnation 
The coach decided to make a lineup change, the team's effort was suffering from stagnation  (B) stagnation 
The team was not doing well because they lack"
321,321,872,B,Where does lettuce arrive by large trucks?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'supermarket', ""farmer's market"", 'salad',
       'refrigerator'], dtype=object)}",kitchen,supermarket,farmer's market,salad,,"Question: Where does lettuce arrive by large trucks? (A) kitchen (B) supermarket (C) farmer's market (D) salad. 
The correct response is: "," (B) supermarket  
The lettuce is grown in large fields, then transported to a packing facility where it is washed, dried, and packaged for distribution to grocery stores. 
The transportation of lettuce is done"
322,322,5,C,What island country is ferret popular?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'north carolina', 'great britain', 'hutch', 'outdoors'],
      dtype=object)}",own home,north carolina,great britain,hutch,,"Question: What island country is ferret popular? (A) own home (B) north carolina (C) great britain (D) hutch. 
The correct response is: "," (C) great britain  
The island country where ferrets are most popular is likely Great Britain, specifically England, Scotland, and Wales. These animals are domesticated and kept as pets, and their popularity may be attributed to the island's cool and temper"
323,323,757,A,"I want to see a prepared slide up close, what would I use to help?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['microscope', 'abbreviate', 'glasses', 'camera', 'telescope'],
      dtype=object)}",microscope,abbreviate,glasses,camera,,"Question: I want to see a prepared slide up close, what would I use to help? (A) microscope (B) abbreviate (C) glasses (D) camera. 
The correct response is: "," (A) microscope  
The correct response is:  (A) microscope 
The correct response is:  (A) microscope 
The correct response is:  (A) microscope "
324,324,753,B,What will likely happen after stabbing to death a person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gruesome', 'being arrested', 'pool of blood', 'mess', 'grisly'],
      dtype=object)}",gruesome,being arrested,pool of blood,mess,,"Question: What will likely happen after stabbing to death a person? (A) gruesome (B) being arrested (C) pool of blood (D) mess. 
The correct response is: "," (D) mess  
The person who committed the crime will likely be arrested after committing a violent act like this, but the correct response is: (D) mess 
The correct response is: (D) mess 
The correct response is: ("
325,325,1172,D,Where is the closest place from where you could borrow salt?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean water', 'table', 'shaker', ""neighbor's house"", 'lake'],
      dtype=object)}",ocean water,table,shaker,neighbor's house,,"Question: Where is the closest place from where you could borrow salt? (A) ocean water (B) table (C) shaker (D) neighbor's house. 
The correct response is: "," (D) neighbor's house  
The correct response is: (D) neighbor's house 
The correct response is: (D) neighbor's house 
The correct response is: (D) neighbor's house 
The correct response"
326,326,871,D,"If a storey contained a panoramic view, what kind of structure would it be in?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['horizontal room', 'storey book', 'mall', 'tall building',
       'book of stories'], dtype=object)}",horizontal room,storey book,mall,tall building,,"Question: If a storey contained a panoramic view, what kind of structure would it be in? (A) horizontal room (B) storey book (C) mall (D) tall building. 
The correct response is: "," (D) tall building 
The storey contains a panoramic view, so it is likely in a  (D) tall building 
The correct response is: (D) tall building 
The store"
327,327,261,D,"Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'motel room', 'nearest public restroom', 'house',
       'apartment'], dtype=object)}",bathroom,motel room,nearest public restroom,house,,"Question: Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what? (A) bathroom (B) motel room (C) nearest public restroom (D) house. 
The correct response is: "," (D) house 
The correct response is: 4 
The correct response is: (D) house 
The correct response"
328,328,273,B,What will god never do according to religion?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anything', 'judge people', 'work miracles', 'judge men',
       'everywhere'], dtype=object)}",anything,judge people,work miracles,judge men,,"Question: What will god never do according to religion? (A) anything (B) judge people (C) work miracles (D) judge men. 
The correct response is: "," (C) work miracles  
The god of religion is often depicted as infallible and unable to do certain things. One of these is work miracles, so the correct response is: (C) work miracles 
The correct response is"
329,329,1062,B,What do you need to do to use television if it is already turned on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get wet', 'open eyes', 'kill', 'plug in', 'first turn on power'],
      dtype=object)}",get wet,open eyes,kill,plug in,,"Question: What do you need to do to use television if it is already turned on? (A) get wet (B) open eyes (C) kill (D) plug in. 
The correct response is: "," (D) plug in 
The television is already turned on because it is an electronic device that requires power to function properly. Therefore, to use it, you need to plug it in. 
The other options are incorrect because: 
* (A"
330,330,85,A,"The man had a fear of illness, so he never visited friends who were a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sick person', 'hospital', 'elderly person', 'graveyard',
       ""doctor's office""], dtype=object)}",sick person,hospital,elderly person,graveyard,,"Question: The man had a fear of illness, so he never visited friends who were a what? (A) sick person (B) hospital (C) elderly person (D) graveyard. 
The correct response is: "," (A) sick person 
The man had a fear of illness, so he never visited friends who were a sick person 
The correct response is: (A) sick person 
The man had a fear of illness"
331,331,263,D,How can you let someone know about your anger without hurting him or her?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['release energy', 'destroy enemy', 'punch', 'write letter',
       'lose your temper'], dtype=object)}",release energy,destroy enemy,punch,write letter,,"Question: How can you let someone know about your anger without hurting him or her? (A) release energy (B) destroy enemy (C) punch (D) write letter. 
The correct response is: "," (A) release energy  
The correct response is:  (A) release energy  
The correct response is:  (A) release energy 
The correct response is:  (A) release energy 
The correct response is"
